F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,class_
25.61057,0.1913445,22.76872,23.39152,27.90372,5.135006,209.277,159.0413,77.80105,58.58276,0.7605111,0.2943771,0.5592145,0.7337778,0.9551872,0.3959727,4.331189,1.850795,3.083613,2.310748,0.07440189,1.565291,1.71925,0.6879019,1.978167,0.941883,3.066751,2.574724,18.60171,0.2482267,728.5273,0.2144735,1511.874,0.1599935,-112.6205,-0.875701,1606.665,0.09872872,-116.0509,-0.8118041,2504.996,0.05394173,-118.0083,-0.7791922,-10.69726,-0.4252942,20.00375,0.2240139,0.07266045,0.193412,-0.02435,-0.5770856,-7.249915,14.14226,0.08573441,-0.01537184,4.215456,3.317536,0.1171429,0.1558584,0.1526667,0.1163596,0
25.67694,0.1092708,23.47527,25.0201,27.35415,3.87888,375.8107,415.0623,36.20275,55.37083,1.296639,0.7039779,0.4456412,1.029888,2.140309,1.694668,16.08038,7.508139,13.20497,10.44513,0.0220704,1.245176,1.324035,1.056972,5.305791,0.4356788,2.149432,2.208217,19.45798,0.4427269,566.7003,0.3317269,1441.538,0.1223579,-92.68822,-1.02755,1491.198,0.1500527,-97.76084,-0.926439,2420.101,0.07525755,-101.1705,-0.8655347,-12.69637,-0.4610595,21.94935,0.3167109,0.02171166,0.8140628,-0.02955589,-0.4707719,-10.72724,18.67517,0.007637748,-0.01614783,3.877221,2.76873,0.1858824,0.1968594,0.1552941,0.1617593,0
29.56363,0.1190161,27.17269,30.10182,31.72838,4.555689,49.7169,25.46202,29.2846,38.8773,1.575142,0.3987746,0.9305655,1.496657,2.16859,1.238025,18.46042,10.94919,17.14784,8.867788,0.0336719,1.114693,1.349666,1.072716,6.245509,0.3919903,4.17987,2.063594,23.35679,0.2321994,601.533,0.3341253,1438.496,0.2051791,-72.17427,-1.191332,1532.632,0.1372876,-79.94228,-1.001813,2477.914,0.05866836,-82.56696,-0.9459799,-14.05773,-0.3562614,22.38809,0.2652489,0.02291986,0.9273495,-0.02267074,-0.7231781,-5.550899,12.76083,-0.01313806,-0.00172196,6.329114,3.084833,0.2075,0.110463,0.1063636,0.07462302,0
26.45568,0.1099719,24.26656,25.51983,28.40974,4.143177,220.328,227.8203,32.81531,21.85015,1.31484,0.4104716,0.7550553,1.33299,1.800687,1.045632,13.88307,7.516762,13.81937,6.665142,0.03576872,1.240252,1.518615,0.7401706,4.441363,0.5007108,2.711328,1.735475,21.57424,0.3220686,551.2806,0.2469133,1478.592,0.1125037,-76.26628,-1.216845,1522.544,0.1052911,-83.06432,-1.050527,2433.922,0.08081786,-86.72805,-0.9748963,-12.93673,-0.3233416,23.32488,0.3167363,0.04078685,0.4349735,-0.02556496,-0.3874161,-8.966139,15.63965,0.0248017,-0.01842254,6.189555,2.734375,0.2178572,0.1875854,0.1186667,0.08237045,0
29.47271,0.07865538,27.51849,29.60771,31.40253,3.884039,81.2235,118.3366,32.39216,27.08775,1.516406,0.5468955,0.7107105,1.447835,2.2004,1.48969,20.64627,8.967246,12.86873,9.291006,0.0328526,1.06424,1.037913,0.8707129,6.476795,0.371835,4.496329,1.735522,26.81134,0.3120173,569.35,0.2495256,1473.213,0.1300144,-63.0645,-1.347219,1535.629,0.1337396,-70.9792,-1.11504,2487.014,0.07161682,-77.03724,-0.9764094,-17.20459,-0.3184822,28.66656,0.241602,0.01997625,1.053344,-0.03266781,-0.3745537,-10.92711,19.9105,-0.01253467,-0.009939224,4.694168,2.295552,0.300625,0.2221337,0.1314286,0.1677522,0
19.00538,0.239179,17.62901,18.11104,19.55736,1.928352,44.16425,26.6205,29.12232,0,0.7043422,0.3478931,0.4955635,0.7009931,0.9130197,0.4174562,9.715261,5.774787,6.587685,4.687745,0.02218812,0.6079013,0.9080494,0.5849978,2.805797,0.4386666,9.235013,0.7093527,26.93171,0.323952,557.6641,0.284129,1464.421,0.1093906,-125.8618,-0.6912704,1500.334,0.1319237,-129.9833,-0.6282288,2416.246,0.07071893,-131.4681,-0.6080959,-18.00191,-0.3360226,25.92194,0.2561537,-0.01583796,-1.200446,-0.02463499,-0.4309704,-4.793631,12.98255,-0.00578461,-0.002241339,5.773196,3.333333,0.109375,0.1185574,0.169375,0.1532754,0
28.76223,0.1088042,26.05371,28.88147,31.94467,5.890966,288.7187,417.0289,36.44059,15.68221,1.607372,0.4547108,0.9086373,1.543436,2.221336,1.312698,13.55729,8.390245,16.33489,9.460847,0.03173782,1.15521,1.004878,0.9609833,6.321577,0.4057696,4.970294,1.316711,22.10303,0.2804056,542.283,0.2652051,1411.537,0.1012443,-91.85854,-0.9935433,1517.805,0.1154427,-97.71629,-0.8701838,2404.497,0.06008246,-99.02453,-0.8465872,-14.24549,-0.3764798,20.29403,0.2915806,0.01868675,0.8505427,-0.02641039,-0.4571279,-3.971704,10.0609,-0.001976282,-0.00215092,4.578313,2.926829,0.185,0.1696811,0.1481818,0.1617416,0
37.79484,0.0575407,36.47427,37.40435,39.87949,3.40522,139.7474,252.9218,46.64266,74.0749,1.357358,0.4293141,0.7406307,1.358512,1.987181,1.24655,16.23885,8.630558,12.70483,6.427049,0.02327264,1.078665,1.053992,0.8783758,8.440237,0.3916492,6.157933,1.531665,19.74499,0.4648496,745.4658,0.1742398,1403.029,0.1436975,-81.39059,-1.129688,1719.634,0.1091599,-83.89732,-1.0203,2588.277,0.06292349,-85.11083,-0.9932962,-12.03235,-0.4972599,18.61642,0.384037,0.05203643,0.3825025,-0.03408184,-0.3173467,-11.34782,18.4886,0.0333924,-0.02239319,5.436574,3.654485,0.1604545,0.115502,0.09318182,0.06167262,0
31.63412,0.05666729,30.13941,31.6997,32.97031,2.830894,60.26704,56.40855,26.14195,16.63532,0.5336666,0.5622627,0.257789,0.4701245,0.7920799,0.5342909,7.834456,3.666922,6.837213,3.707113,0.0270446,1.102357,1.473045,0.7050602,5.464324,0.3861003,-2.433668,-3.04272,14.04664,0.5814254,612.5706,0.3025384,1485.758,0.1449392,-102.2744,-0.89561,1552.471,0.1118467,-104.2149,-0.8434072,2520.422,0.06620418,-106.6309,-0.8029385,-8.636722,-0.5618429,15.79933,0.4036864,0.03552759,0.5071537,-0.01979203,-0.6273085,-9.616308,17.32714,0.0152617,-0.005397801,4.972376,3.538175,0.1363158,0.07183391,0.1263158,0.1309564,0
22.31281,0.03080891,21.78176,22.29183,22.85926,1.077499,78.08763,137.5385,17.02156,7.531301,0.6294965,0.2825557,0.4713259,0.6190066,0.799698,0.3283721,4.221271,1.742553,2.950302,1.817158,0.02466918,0.6695047,1.423206,0.8018671,3.279837,0.4081549,0.676433,6.250111,23.30375,0.2283471,546.8687,0.2390502,1464.042,0.1113142,-83.52863,-1.0636,1478.535,0.1104617,-91.7095,-0.9005753,2434.854,0.06112741,-96.36707,-0.8196578,-17.81104,-0.2284178,29.02166,0.1388813,-0.006939919,-2.536664,-0.02164924,-0.4304001,-10.61666,18.52002,-0.01425827,-0.01227262,5,2.528736,0.2327273,0.1802065,0.1409091,0.1703715,0
29.25424,0.05424015,28.32933,29.44743,30.63999,2.310654,83.46717,81.41279,19.91255,14.41535,0.5188393,0.5757731,0.2607035,0.435976,0.7782887,0.5175852,7.534485,4.193663,7.428368,4.215418,0.03512005,1.115147,1.78727,0.783967,5.123435,0.6278478,-0.6756168,-10.66703,26.90628,0.3069814,624.0502,0.2708291,1564.226,0.1280388,-96.91908,-0.9961793,1488.602,0.1159556,-101.2688,-0.8999009,2495.383,0.07187451,-107.9012,-0.7871256,-13.86477,-0.3714163,27.99539,0.2428428,0.06702643,0.2109087,-0.02030266,-0.5955679,-7.498666,19.10182,0.05852827,-0.007443256,4.58891,2.895753,0.1693333,0.1114431,0.145625,0.1535809,0
37.38435,0.1888129,34.15682,35.61163,36.58291,2.426094,100.0286,23.03385,54.28619,69.81954,0.231617,0.3923209,0.1517931,0.2058017,0.3077846,0.1559915,1.876786,1.119032,1.380453,0.5981768,0.03377204,1.389576,1.423829,0.564356,3.88574,0.6140493,3.800031,3.136937,5.786553,1.902733,855.5541,0.1829163,1297.444,0.1702445,-124.1725,-0.7250999,1718.547,0.09102834,-116.8918,-0.7985799,2596.325,0.0596007,-119.6771,-0.7417842,3.398312,2.014933,10.95703,0.4364595,0.05753507,0.2403556,0.02019494,0.5997803,1.516256,5.922318,0.04663216,0.01222129,3.921569,3.473946,0.1121429,0.08528762,0.1446667,0.1195473,0
35.91159,0.1755137,36.10937,38.43534,39.57318,3.463806,173.7394,79.79638,-11.55025,33.89843,1.945675,0.4179681,1.233889,1.639278,2.834367,1.600478,17.83982,10.44843,16.24565,12.20718,0.02454254,1.44619,1.075064,0.7498886,6.247117,0.5317264,0.7277597,19.94881,14.20581,0.8578148,610.9019,0.1970019,1465.556,0.09824093,-118.8356,-0.7812572,1573.605,0.08983131,-117.0758,-0.7749681,2497.219,0.05847206,-120.0007,-0.7287422,-8.764597,-0.6313378,18.2843,0.3936847,0.001133877,17.45491,-0.02906309,-0.5251372,-10.62868,18.06957,-0.0239198,-0.02409185,3.087886,3.125,0.1292308,0.1086605,0.1841667,0.1499143,1
39.96725,0.09475925,37.66229,39.66296,41.71162,4.049332,86.95972,90.67291,97.11579,98.41579,1.529057,0.5474196,0.6854859,1.555126,2.181827,1.496341,17.413,8.684832,23.354,10.88186,0.03329025,1.595164,1.007282,0.6775821,7.181489,0.5054675,6.072247,1.971023,9.64533,1.146729,767.4587,0.2080604,1352.248,0.1819348,-44.71162,-1.721742,1728.906,0.1022537,-49.42514,-1.3736,2627.234,0.05129806,-44.50926,-1.57555,-7.118738,-0.9470987,13.17536,0.6596172,0.04981354,0.4491451,-0.02715826,-0.464693,-7.793177,14.35379,0.04087222,-0.01755935,4.793029,3.090508,0.2521428,0.2514864,0.05461538,0.03249032,1
37.15461,0.06566866,36.20341,37.71492,38.22584,2.022423,42.21558,19.85354,93.99165,145.07,1.189106,0.3876493,0.7796671,1.082972,1.636964,0.8572971,10.10649,4.671165,7.990759,4.584779,0.02271539,1.834095,0.9313222,0.4794916,6.491343,0.409959,7.061138,1.760733,15.36971,0.62661,694.2563,0.2331975,1446.254,0.1208467,-82.59036,-1.123214,1611.483,0.1032364,-80.82388,-1.05873,2540.517,0.06698387,-81.14318,-1.049813,-7.506716,-0.5684039,13.91879,0.4010213,0.03379735,0.698352,-0.02311349,-0.4586344,-6.2126,12.05124,0.0108907,-0.01772443,4.275535,3.365385,0.1792857,0.1324205,0.09785714,0.0624704,1
35.09164,0.08335082,32.70862,34.91295,37.65273,4.944111,113.1445,164.0882,23.79534,19.80573,0.5558231,0.6014524,0.2389293,0.4986729,0.872897,0.6339678,9.089321,4.434653,8.495138,4.741568,0.02685533,1.655018,1.17819,0.9804851,7.782405,0.4775946,1.723137,4.445161,19.31925,0.5699816,742.8363,0.1793532,1476.935,0.1350606,-77.32812,-1.156932,1655.744,0.111361,-82.22121,-1.017896,2526.909,0.06711742,-85.2895,-0.9538021,-11.62964,-0.5720678,20.12407,0.4296646,0.07938875,0.1968566,-0.02289789,-0.6068895,-1.044395,6.287637,0.05559809,0.00060537,5.446623,3.964758,0.1505556,0.1061169,0.08705882,0.08968997,1
41.52076,0.05789128,39.84521,41.88618,43.66681,3.821598,172.6358,164.1384,47.46289,42.36466,0.3475372,0.3603583,0.2488382,0.3624558,0.4485085,0.1996704,2.801883,1.810108,2.383893,1.293142,0.01077817,1.346659,0.7472325,1.03486,10.54171,0.352344,6.113779,1.537261,16.57385,0.6115158,742.0473,0.2128619,1402.366,0.1675262,-39.63575,-1.752084,1654.969,0.1208878,-39.77365,-1.587273,2583.555,0.06598105,-44.19825,-1.368246,-7.891062,-0.9460264,18.96129,0.3791265,0.03948598,0.7291253,-0.006455245,-2.3961,-12.77344,20.69538,0.005780688,-0.003742521,3.797468,2.564103,0.324,0.2761232,0.06428571,0.03736199,1
39.21063,0.100909,35.97024,38.57749,42.11833,6.148094,130.3609,122.7614,56.48261,49.76536,0.8818751,0.6207985,0.3141585,0.8072822,1.381529,1.067371,11.84103,4.547877,11.063,5.870324,0.02829754,1.50086,1.277355,0.8450382,6.294544,0.6750845,3.589759,3.179195,9.146504,1.268897,796.0901,0.2910804,1482.339,0.1887538,-45.6489,-1.774197,1650.632,0.1162904,-42.97305,-1.711818,2550.139,0.06807177,-42.57859,-1.731558,-2.800365,-1.9214,9.136724,0.6757022,0.07184953,0.2717559,-0.01263965,-1.114762,-6.345893,13.80968,0.06246572,-0.008873583,4.664179,2.259887,0.3466667,0.3007306,0.07583334,0.07983924,1
39.51673,0.07513387,36.22241,40.17018,41.69871,5.476303,95.41919,128.5729,17.79346,7.129961,0.9440318,0.6752058,0.3987944,0.71766,1.416491,1.017697,9.765866,4.705385,9.822495,5.476189,0.02645374,1.721972,0.8611017,0.908058,9.752036,0.3279203,3.771426,2.314169,17.02036,0.5524667,766.5838,0.1497812,1330.568,0.128217,-81.48412,-1.128601,1747.479,0.09519751,-85.55318,-1.005692,2580.416,0.06188971,-87.22048,-0.9718323,-10.89603,-0.5240952,18.11204,0.4845869,0.01896818,0.9503589,-0.02537064,-0.4432062,-8.728018,15.51625,-0.002100197,-0.007725677,3.544776,3.013183,0.195625,0.168262,0.1233333,0.1077445,1
38.61171,0.1127953,34.91508,37.48334,42.84977,7.934689,100.9568,132.1973,113.1281,297.26,0.6359209,0.6494408,0.2565784,0.541893,1.040439,0.783861,9.187529,6.15562,7.518693,4.708964,0.02955683,1.282755,1.208239,0.7601181,7.553278,0.5369501,4.731836,2.415115,16.03517,0.6250222,746.6099,0.2341218,1465.786,0.1787874,-79.47844,-1.173575,1650.626,0.1053608,-77.86995,-1.119112,2567.654,0.06355286,-80.05903,-1.06654,-8.105793,-0.9118748,17.6108,0.4044794,0.06315374,0.2698524,-0.01343161,-1.14976,-3.992822,12.25527,0.04409805,0.000427726,3.937824,2.919708,0.2107143,0.1495452,0.1192308,0.1356444,1
37.47883,0.06931375,35.90324,37.34415,39.32047,3.417221,130.1691,190.6327,26.2033,18.89785,0.7519284,0.4977512,0.4557083,0.6017924,1.039633,0.5839248,8.834112,5.475674,7.176967,4.365495,0.02470266,1.004498,1.152138,0.6992565,5.932206,0.3941224,3.316146,3.277468,12.61555,0.7564322,742.1163,0.1566659,1375.586,0.1160912,-128.1967,-0.7017819,1695.735,0.08749239,-130.1508,-0.6604738,2604.491,0.05645656,-130.0786,-0.6615798,-8.020274,-0.7640668,14.99105,0.4865132,0.0180196,0.9329194,-0.01983493,-0.5758729,-9.493063,17.07892,0.004144393,-0.01235283,3.75391,3.668763,0.09114286,0.08059676,0.1608571,0.1103079,1
37.3487,0.1115362,33.62176,36.21854,40.85695,7.235188,112.8491,123.8448,54.282,73.87287,0.5197281,0.8422806,0.1468112,0.3558002,0.8694311,0.72262,8.891444,4.224798,8.399762,5.214628,0.02801391,2.224154,1.092478,0.8931104,8.454054,0.422155,7.133993,1.358583,12.37593,0.9509451,657.4721,0.268651,1442.169,0.1584239,-94.21845,-0.9801375,1638.335,0.1142002,-93.16316,-0.9329363,2594.154,0.06903652,-92.58131,-0.9423025,-7.525227,-1.102706,14.17292,0.6680658,0.06168969,0.4787498,-0.01066237,-1.570583,-2.120275,9.453371,0.0271284,0.006334774,3.912648,2.744739,0.2036667,0.1919459,0.1559259,0.1387313,1
34.72938,0.125522,31.49623,33.62814,37.65527,6.159035,155.6594,182.5444,121.6575,239.145,0.4066195,0.6097757,0.2011827,0.3535024,0.5673554,0.3661727,7.176542,5.706434,4.508674,4.18828,0.02953117,1.393666,1.074596,0.9067639,7.821525,0.4927333,3.377084,2.559584,21.05601,0.6084,703.6435,0.2182744,1441.545,0.1505274,-91.38341,-0.9886625,1654.306,0.1327885,-95.2088,-0.8782548,2538.312,0.10065,-98.53243,-0.8217974,-13.65086,-0.661801,24.56756,0.4653858,0.06841624,0.3407742,-0.01708001,-1.002868,-2.298424,11.55567,0.04877338,0.003681809,4.217432,3.672316,0.1487179,0.1422381,0.1113889,0.09738676,1
33.11349,0.1009453,30.86834,31.93183,35.44711,4.57877,85.84033,99.18569,52.61191,77.94881,0.7171199,0.5321223,0.3939965,0.6049098,1.040815,0.6468184,8.910282,4.924441,6.154015,3.981743,0.02771797,1.547492,1.081558,0.843204,6.95653,0.3852455,4.058724,1.963032,16.57352,0.5029039,692.441,0.2235579,1451.848,0.1591165,-98.91988,-0.9359974,1646.87,0.1288805,-101.2339,-0.8770894,2538.791,0.06780021,-103.2308,-0.840437,-9.601382,-0.5457166,17.98107,0.4576403,0.0230862,0.8908122,-0.02047272,-0.6712962,-8.083545,13.30135,-0.007387856,-0.005930798,4.651163,2.763018,0.1838461,0.1333612,0.1573077,0.1141712,1
36.20727,0.07127881,35.15332,35.8739,37.67072,2.517395,545.6622,367.8741,32.40652,34.46181,1.079941,0.5592207,0.4721575,0.9549085,1.61058,1.138422,10.92761,4.382712,11.20487,8.320316,0.01401844,1.267219,0.8850493,0.8335144,7.818362,0.4377826,-1.165991,-7.82586,18.33378,0.4648433,641.7592,0.2046916,1483.18,0.1164396,-101.1172,-0.9422264,1594.683,0.1298748,-104.344,-0.8670856,2461.982,0.0914055,-108.8619,-0.7920106,-11.89362,-0.5029435,24.71598,0.3004294,-0.01245638,-1.344957,-0.02131128,-0.5859197,-18.84414,31.45875,-0.03771498,-0.01135629,3.667137,3.125,0.1527273,0.1221096,0.1788889,0.1888529,1
39.63195,0.07998868,37.36103,39.95785,42.45576,5.09473,121.2728,130.8175,24.21588,17.56689,0.7769256,0.6179203,0.3209783,0.6909242,1.18899,0.868012,18.73373,8.538042,11.98592,6.093848,0.01991261,1.209497,1.026191,0.9518793,10.02296,0.3837568,6.981071,1.1999,16.81587,0.613503,747.0394,0.164114,1325.373,0.1624269,-64.07766,-1.2143,1741.059,0.09922103,-67.59714,-1.061537,2672.32,0.06075773,-68.52431,-1.035332,-12.19853,-0.6357437,19.18963,0.4713745,0.0517429,0.4893825,-0.01816649,-0.8711311,-4.705874,11.3243,0.01668754,-0.001301405,5.160142,3.231598,0.2227778,0.1466972,0.07,0.0711254,1
33.87284,0.08300279,31.61254,33.93726,36.27357,4.661028,94.3872,235.6328,90.03602,237.8471,0.5915314,0.6300601,0.2854763,0.5156353,0.8259904,0.5405141,9.497031,6.687569,7.314789,4.649886,0.02868314,1.595237,1.216964,0.7569991,7.515506,0.3909005,1.525486,4.703373,23.63462,0.3908997,639.1206,0.2336938,1477.853,0.1129762,-85.58649,-1.068789,1614.716,0.1370754,-91.46329,-0.9306138,2577.197,0.07552743,-95.47914,-0.8568558,-14.80326,-0.4110821,25.33244,0.3437555,0.02903376,0.6377256,-0.02580702,-0.4726246,-12.11791,21.48059,0.003190572,-0.01158621,3.926879,2.649457,0.2174359,0.1678173,0.13625,0.1590391,1
29.71229,0.09833173,27.69991,29.02954,31.92689,4.226978,74.16759,101.4448,30.73141,32.86002,0.5493342,0.6172617,0.2488044,0.4765557,0.8161868,0.5673825,8.860676,3.390248,6.737734,3.364606,0.02890797,0.9844905,1.358969,0.7971157,6.629235,0.4003054,2.593649,1.829407,31.99453,0.242957,713.0209,0.1437984,1380.372,0.1068835,-66.13789,-1.269405,1696.146,0.08014908,-74.91853,-1.043169,2726.565,0.06305128,-81.30837,-0.9111769,-18.92492,-0.3327302,27.63222,0.2605475,0.06053848,0.2576335,-0.02804825,-0.4315864,-12.5575,19.70342,0.05005942,-0.01268768,4.948454,2.713988,0.2484615,0.2704369,0.09999999,0.10884,1
36.32911,0.06712601,34.18079,36.11795,38.22683,4.046036,183.26,151.2294,20.72799,7.109588,0.567601,0.4853166,0.2889032,0.5414633,0.8834292,0.5945259,6.949868,3.126022,5.437423,2.53691,0.02131682,1.141377,0.9682039,0.8429724,7.863232,0.3755056,4.918915,2.268086,12.01647,0.8863851,691.1443,0.1921431,1488.757,0.1205062,-50.80912,-1.570153,1653.462,0.0776252,-51.49613,-1.484178,2543.491,0.06684316,-54.10718,-1.380476,-5.579629,-1.436159,15.38739,0.3835365,0.07022495,0.2565043,-0.009715306,-1.715674,-2.985664,10.95944,0.05161618,-0.000319819,5.084746,2.7897,0.2676923,0.1911163,0.07583334,0.09114624,1
31.57191,0.0872024,30.98692,31.57483,32.36487,1.377949,166.297,122.6258,59.93292,81.79245,0.4293573,0.4714663,0.2772979,0.3794157,0.594193,0.316895,6.092317,4.049379,3.035028,1.840973,0.03292662,1.527039,1.100433,0.915831,8.19873,0.2761087,5.480148,1.295397,23.68497,0.3824967,682.6588,0.2266874,1444.237,0.1107126,-87.2287,-0.9934191,1660.414,0.107673,-92.81618,-0.8704012,2589.605,0.07734846,-95.86124,-0.8179995,-15.9163,-0.4557316,25.01463,0.31474,0.0287897,0.6201161,-0.01505245,-0.8030702,-5.289263,11.7852,0.01139436,-0.001102076,4.025424,3.648069,0.1576471,0.1282245,0.1093333,0.08644586,1
41.00831,0.06431356,38.6619,40.78684,43.76062,5.098721,22.41586,12.73239,12.09568,5.820684,0.7140444,0.5223295,0.3904261,0.6299261,1.024021,0.6335949,7.077159,4.371249,4.626706,2.351461,0.0177803,1.122383,1.080314,0.540334,9.03862,0.3639921,4.983118,2.032848,18.48765,0.3434289,795.1027,0.1282189,1328.799,0.1221003,-73.99297,-1.218269,1726.331,0.07951698,-78.22906,-1.054784,2596.098,0.05243857,-80.82156,-0.998286,-10.52496,-0.5364888,19.64601,0.32941,0.06346957,0.2011794,-0.01725393,-0.7335936,-7.416875,13.87819,0.05176525,-0.01012676,4.9217,2.947846,0.2161538,0.2521153,0.133,0.1786085,1
36.30628,0.1289506,32.80185,35.25308,39.34282,6.540977,77.6799,65.06211,44.24267,61.40506,1.040301,0.5640146,0.5472625,0.8495705,1.567926,1.020663,14.54899,7.721514,15.34196,9.132068,0.02966098,1.397681,1.322303,0.6740295,5.942669,0.4553429,3.992725,2.302503,14.54097,0.659747,677.0228,0.2065079,1410.852,0.1471355,-105.2658,-0.8767107,1639.742,0.1144842,-107.4178,-0.804542,2558.315,0.06909645,-107.3736,-0.8047468,-9.97291,-0.5361648,16.84079,0.4039844,0.0228681,0.9202384,-0.02638807,-0.4306081,-11.61711,18.73087,0.005232605,-0.02047059,4.719764,3.952715,0.117757,0.1151457,0.1323913,0.1336638,1
37.1383,0.06512281,35.23495,36.69334,39.49586,4.260914,64.18877,61.59904,32.92821,30.41704,1.14652,0.4904577,0.6477677,0.9572789,1.708349,1.060581,12.78807,6.557215,9.241165,5.034261,0.02136428,0.957933,1.032246,0.912689,8.575603,0.3626551,1.623685,6.316077,30.3051,0.3422078,722.0139,0.2463566,1499.522,0.1698758,-74.09043,-1.229377,1663.045,0.1443824,-77.10429,-1.046568,2607.378,0.09869657,-83.9052,-0.9115202,-18.8341,-0.2588391,31.23677,0.2176327,0.04739134,0.3578498,-0.04093098,-0.2392363,-15.20533,26.36764,0.03637799,-0.03204419,4.166667,3.225807,0.1992308,0.1717091,0.08357142,0.06531321,1
37.82604,0.07890312,34.7199,37.63697,40.26318,5.543285,72.25243,122.9061,24.7576,13.04807,0.8760123,0.6246369,0.3110114,0.7719488,1.378603,1.067592,13.75553,6.110611,9.40036,4.522528,0.01952193,1.104605,0.9186118,0.9816021,10.02977,0.2835093,-0.675635,-11.55245,19.81099,0.49111,707.7516,0.179644,1381.927,0.1466517,-42.95803,-1.787474,1700.264,0.09894749,-50.31648,-1.412205,2679.177,0.07357512,-56.64046,-1.203018,-12.8561,-0.5272949,23.42295,0.3377856,0.000844464,23.13619,-0.02441602,-0.4711461,-18.33707,30.48158,-0.0262379,-0.01447099,4.050633,2.564103,0.303,0.2323811,0.09428571,0.03416646,1
37.04591,0.0458919,35.40362,36.89888,38.38334,2.979721,67.46763,64.93684,22.9255,21.89935,1.183573,0.4995345,0.6545187,1.017466,1.667778,1.013259,11.17169,6.856321,9.967731,5.370223,0.02091389,1.216584,0.9748463,0.5816001,6.363908,0.5077947,-1.1076,-7.257204,7.357804,1.343664,728.3967,0.2096874,1512.543,0.1542214,-66.77995,-1.340287,1587.316,0.09568822,-62.80988,-1.365872,2492.324,0.07687721,-64.62498,-1.30708,-3.287977,-1.637058,11.30222,0.6303283,0.07623099,0.214699,-0.0157781,-0.6973781,-5.698761,12.49097,0.06693136,-0.01734642,3.855422,3.422983,0.1935714,0.1714479,0.08538461,0.07099462,1
38.83234,0.1520842,33.76956,37.79943,41.7729,8.003334,143.3073,87.88763,81.70744,82.68616,0.7023154,0.676798,0.2977867,0.5951443,1.187826,0.8900388,13.88062,9.756638,11.41269,6.948054,0.03419996,1.400416,1.12332,0.738584,7.61908,0.5917897,0.7822017,14.09978,15.45076,1.033721,737.0142,0.2567353,1402.232,0.146716,-60.8199,-1.469155,1636.502,0.1312332,-59.81026,-1.369591,2561.46,0.07370049,-64.54102,-1.226576,-8.357268,-1.172998,17.32159,0.6263709,0.075914,0.2491746,-0.01830858,-1.113751,-0.3211402,6.730598,0.0635956,-0.00071269,4.283361,2.159468,0.3307692,0.3181064,0.1123077,0.1074282,1
